Direktori,label
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-866.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-867.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-868.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-869.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-87.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-870.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-871.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-872.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-873.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-874.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-875.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-876.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-877.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-878.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-879.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-88.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-880.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-881.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-882.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-883.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-884.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-885.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-886.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-887.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-888.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-889.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-89.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-890.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-891.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-892.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-893.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-894.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-895.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-896.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-897.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-898.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-899.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-9.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-90.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-900.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-901.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-902.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-903.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-904.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-905.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-906.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-907.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-908.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-909.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-91.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-910.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-911.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-912.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-913.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-914.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-915.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-916.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-917.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-918.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-919.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-92.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-920.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-921.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-922.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-923.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-924.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-925.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-926.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-927.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-928.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-929.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-93.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-930.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-931.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-932.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-933.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-934.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-935.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-936.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-937.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-938.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-939.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-94.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-940.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-941.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-942.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-943.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-944.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-945.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-946.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-947.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-948.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-949.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-95.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-950.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-951.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-952.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-953.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-954.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-955.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-956.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-957.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-958.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-959.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-96.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-960.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-961.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-962.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-963.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-964.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-965.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-966.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-967.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-968.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-969.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-97.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-970.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-971.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-972.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-973.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-974.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-975.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-976.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-977.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-978.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-979.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-98.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-980.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-981.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-982.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-983.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-984.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-985.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-986.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-987.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-988.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-989.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-99.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-990.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-991.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-992.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-993.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-994.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-995.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-996.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-997.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-998.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Trigloporus lastoviza/trigloporus_lastoviza-999.jpg,Trigloporus lastoviza
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1700.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1701.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1702.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1703.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1704.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1705.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1706.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1707.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1708.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1709.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1710.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1711.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1712.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1713.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1714.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1715.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1716.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1717.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1718.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1719.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1720.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1721.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1722.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1723.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1724.jpg,Anthias anthias
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Test_Set/Anthias anthias/anthias_anthias-1725.jpg,Anthias anthias
